"","Date","Rot","Home","Close","Season","Away","i.Close","Home_Spread"
"9470","11/25/2016",836,"LoyolaMarymount",9.5,"2016-17","PortlandState",150.5,-9.5
"9471","11/26/2015",502,"EastCarolina",131.5,"2015-16","ArkansasLR",3.5,3.5
"9472","11/26/2015",504,"Xavier",10.5,"2015-16","Alabama",150.5,-10.5
"9473","11/26/2015",506,"WichitaState",2,"2015-16","USC",152,-2
"9474","11/26/2015",508,"NotreDame",9,"2015-16","Monmouth",154.5,-9
"9475","11/26/2017",508,"SouthFlorida",131,"2017-18","EasternMichigan",4,4
"9476","11/26/2015",510,"Iowa",1.5,"2015-16","Dayton",146,-1.5
"9477","11/26/2017",510,"GeorgiaState",3.5,"2017-18","Tulane",138,-3.5
"9478","11/26/2015",512,"Gonzaga",4.5,"2015-16","TexasA&M",151,-4.5
"9479","11/26/2016",512,"NCState",10.5,"2016-17","LoyolaChicago",146.5,-10.5
"9480","11/26/2017",512,"Kentucky",19,"2017-18","IllinoisChicago",144,-19
"9481","11/26/2015",514,"Syracuse",134,"2015-16","Connecticut",6,6
"9482","11/26/2016",514,"Massachusetts",4.5,"2016-17","Harvard",146.5,-4.5
"9483","11/26/2017",514,"Michigan",21.5,"2017-18","CalRiverside",137.5,-21.5
"9484","11/26/2015",516,"Texas",3,"2015-16","WashingtonU",154,-3
"9485","11/26/2016",516,"GeorgiaTech",6.5,"2016-17","Tulane",142,-6.5
"9486","11/26/2017",516,"Colorado",12,"2017-18","AirForce",144.5,-12
"9487","11/26/2015",518,"Michigan",13.5,"2015-16","CharlotteU",149.5,-13.5
"9488","11/26/2016",518,"GeorgeMason",5.5,"2016-17","JamesMadison",135.5,-5.5
"9489","11/26/2017",518,"LaSalle",139.5,"2017-18","Temple",3,3
"9490","11/26/2015",520,"CalIrvine",0,"2015-16","BoiseState",146.5,0
"9491","11/26/2016",520,"Xavier",10,"2016-17","NorthernIowa",135.5,-10
"9492","11/26/2017",520,"UCLA",14,"2017-18","CalIrvine",151.5,-14
"9493","11/26/2015",522,"MichiganState",12.5,"2015-16","BostonCollege",148.5,-12.5
"9494","11/26/2016",522,"Duke",30,"2016-17","AppalachianSt",153.5,-30
"9495","11/26/2017",522,"WashingtonU",8.5,"2017-18","UCDavis",142.5,-8.5
"9496","11/26/2015",524,"Providence",2,"2015-16","Evansville",149.5,-2
"9497","11/26/2016",524,"HoustonU",17,"2016-17","Cornell",144,-17
"9498","11/26/2017",524,"USC",4,"2017-18","TexasA&M",150,-4
"9499","11/26/2015",526,"Arizona",24,"2015-16","SantaClara",135.5,-24
"9500","11/26/2016",526,"Syracuse",8.5,"2016-17","SouthCarolina",134.5,-8.5
"9501","11/26/2017",526,"CentralFlorida",143.5,"2017-18","St.Johns",4,4
"9502","11/26/2015",528,"Arkansas",158,"2015-16","GeorgiaTech",4.5,4.5
"9503","11/26/2016",528,"WiscGreenBay",5,"2016-17","CentralMichigan",174,-5
"9504","11/26/2017",528,"Nebraska",9,"2017-18","LongBeachState",147,-9
"9505","11/26/2015",530,"Villanova",17,"2015-16","Stanford",147.5,-17
"9506","11/26/2016",530,"Davidson",14,"2016-17","CharlotteU",170,-14
"9507","11/26/2017",530,"Marist",145,"2017-18","OregonState",13.5,13.5
"9508","11/26/2015",532,"WestVirginia",7,"2015-16","Richmond",160.5,-7
"9509","11/26/2016",532,"Fordham",2,"2016-17","UTArlington",144.5,-2
"9510","11/26/2017",532,"WestVirginia",7.5,"2017-18","Missouri",150,-7.5
"9511","11/26/2015",534,"SanDiegoState",135.5,"2015-16","California",5,5
"9512","11/26/2016",534,"GeoWashington",3.5,"2016-17","PennState",147,-3.5
"9513","11/26/2017",534,"DenverU",135.5,"2017-18","Navy",1.5,1.5
"9514","11/26/2015",536,"AlaskaAnchorage",143,"2015-16","MiddleTennSt",8.5,8.5
"9515","11/26/2016",536,"AlabamaState",142,"2016-17","CSFullerton",7,7
"9516","11/26/2017",536,"FlaGulfCoast",19.5,"2017-18","St.FrancisNY",144,-19.5
"9517","11/26/2015",538,"Drexel",1.5,"2015-16","NCAsheville",145,-1.5
"9518","11/26/2016",538,"NorthernArizona",136.5,"2016-17","JacksonvilleSt",7.5,7.5
"9519","11/26/2017",538,"SouthernMiss",132.5,"2017-18","No.Colorado",3.5,3.5
"9520","11/26/2015",540,"Mercer",5,"2015-16","Tulane",133.5,-5
"9521","11/26/2016",540,"CalPolySLO",146.5,"2016-17","Elon",6.5,6.5
"9522","11/26/2017",540,"SouthDakota",14.5,"2017-18","YoungstownState",156,-14.5
"9523","11/26/2016",542,"NoIllinois",7,"2016-17","IllinoisChicago",145.5,-7
"9524","11/26/2017",542,"Oregon",163,"2017-18","Oklahoma",2.5,2.5
"9525","11/26/2016",544,"WiscMilwaukee",127,"2016-17","CalIrvine",10.5,10.5
"9526","11/26/2017",544,"Connecticut",149,"2017-18","Arkansas",5.5,5.5
"9527","11/26/2016",546,"SouthDakotaSt",155,"2016-17","ETennesseeSt",8,8
"9528","11/26/2017",546,"Depaul",8.5,"2017-18","PortlandU",145,-8.5
"9529","11/26/2016",548,"AlaskaAnchorage",3.5,"2016-17","Drake",137.5,-3.5
"9530","11/26/2017",548,"MichiganState",2,"2017-18","NorthCarolina",156,-2
"9531","11/26/2016",550,"UCDavis",155,"2016-17","Oakland",9.5,9.5
"9532","11/26/2017",550,"Gonzaga",3,"2017-18","Texas",143,-3
"9533","11/26/2016",552,"WeberState",1.5,"2016-17","Buffalo",134.5,-1.5
"9534","11/26/2017",552,"OhioState",0,"2017-18","Butler",141.5,0
"9535","11/26/2016",554,"Iona",152.5,"2016-17","Nevada",3.5,3.5
"9536","11/26/2017",554,"Stanford",6,"2017-18","PortlandState",166,-6
"9537","11/26/2016",556,"MemphisU",150,"2016-17","Iowa",4,4
"9538","11/26/2017",556,"Florida",163,"2017-18","Duke",2.5,2.5
"9539","11/26/2016",558,"Providence",117,"2016-17","Virginia",12,12
"9540","11/26/2017",558,"GardnerWebb",2.5,"2017-18","Jacksonville",145.5,-2.5
"9541","11/26/2016",560,"CSBakersfield",5.5,"2016-17","NorthFlorida",147,-5.5
"9542","11/26/2017",560,"WrightState",4.5,"2017-18","Fairfield",141.5,-4.5
"9543","11/26/2016",562,"WrightState",2,"2016-17","NorthDakota",154.5,-2
"9544","11/26/2017",562,"SacramentoState",132.5,"2017-18","St.Josephs",15.5,15.5
"9545","11/26/2016",564,"Richmond",6.5,"2016-17","BostonCollege",142.5,-6.5
"9546","11/26/2017",564,"Georgia",139,"2017-18","SaintMarysCA",7,7
"9547","11/26/2016",566,"Maryland",134.5,"2016-17","KansasState",3.5,3.5
"9548","11/26/2017",566,"CSFullerton",136.5,"2017-18","Harvard",6.5,6.5
"9549","11/26/2016",568,"AirForce",2,"2016-17","EastCarolina",139,-2
"9550","11/26/2017",568,"SanDiegoState",9.5,"2017-18","WashingtonState",149,-9.5
"9551","11/26/2016",570,"Akron",4.5,"2016-17","Mercer",136,-4.5
"9552","11/26/2017",570,"Pacific",2.5,"2017-18","Canisius",150,-2.5
"9553","11/26/2016",572,"NCWilmington",7,"2016-17","Evansville",131,-7
"9554","11/26/2016",574,"MiddleTennSt",5,"2016-17","Toledo",150,-5
"9555","11/26/2017",574,"Fordham",5,"2017-18","Manhattan",127.5,-5
"9556","11/26/2016",576,"SanFrancisco",4,"2016-17","SacramentoState",144.5,-4
"9557","11/26/2017",576,"FresnoState",10.5,"2017-18","MontanaState",145.5,-10.5
"9558","11/26/2016",578,"E.Washington",2.5,"2016-17","DenverU",155,-2.5
"9559","11/26/2017",578,"AustinPeay",2.5,"2017-18","MiamiOhio",141.5,-2.5
"9560","11/26/2016",580,"UNLV",3.5,"2016-17","WesternKentucky",141.5,-3.5
"9561","11/26/2017",580,"MississippiSt",7.5,"2017-18","JacksonvilleSt",145.5,-7.5
"9562","11/26/2016",582,"TCU",1.5,"2016-17","WashingtonU",156.5,-1.5
"9563","11/26/2016",584,"YoungstownState",6.5,"2016-17","Canisius",155,-6.5
"9564","11/26/2016",586,"EasternMichigan",6.5,"2016-17","NebraskaOmaha",161.5,-6.5
"9565","11/26/2016",588,"SIUEdwardsville",152,"2016-17","IUPUI",7,7
"9566","11/26/2016",590,"DetroitU",1,"2016-17","Manhattan",158,-1
"9567","11/26/2016",592,"Dartmouth",3.5,"2016-17","Marist",148,-3.5
"9568","11/26/2016",594,"MiamiOhio",4,"2016-17","WesternIllinois",135,-4
"9569","11/26/2016",596,"EasternIllinois",137.5,"2016-17","SouthAlabama",4,4
"9570","11/26/2016",598,"Creighton",24.5,"2016-17","LoyolaMaryland",150.5,-24.5
"9571","11/26/2016",600,"Marquette",23.5,"2016-17","HoustonBaptist",160.5,-23.5
"9572","11/27/2016",718,"Duquesne",5,"2016-17","ClevelandState",144,-5
"9573","11/27/2017",718,"Syracuse",2.5,"2017-18","Maryland",133.5,-2.5
"9574","11/27/2016",720,"Northeastern",3.5,"2016-17","KentState",140,-3.5
"9575","11/27/2017",720,"Duquesne",6,"2017-18","Cornell",146.5,-6
"9576","11/27/2016",722,"Valparaiso",10,"2016-17","BallState",137.5,-10
"9577","11/27/2017",722,"FloridaIntl",133,"2017-18","SouthCarolina",17,17
"9578","11/27/2016",724,"Drexel",152,"2016-17","LaSalle",6.5,6.5
"9579","11/27/2017",724,"Delaware",144,"2017-18","Yale",2,2
"9580","11/27/2015",726,"MiamiFlorida",16,"2015-16","Northeastern",142.5,-16
"9581","11/27/2016",726,"WashingtonState",9.5,"2016-17","SanJoseState",151,-9.5
"9582","11/27/2017",726,"Virginia",7.5,"2017-18","Wisconsin",122,-7.5
"9583","11/27/2015",728,"SouthFlorida",138.5,"2015-16","Kentucky",22,22
"9584","11/27/2016",728,"USC",20,"2016-17","CalSantaBarb",142,-20
"9585","11/27/2017",728,"OralRoberts",147.5,"2017-18","Oakland",9,9
"9586","11/27/2015",730,"Marshall",150,"2015-16","JamesMadison",3,3
"9587","11/27/2016",730,"SaintMarysCA",12,"2016-17","UAB",141,-12
"9588","11/27/2017",730,"Marquette",18,"2017-18","EasternIllinois",147.5,-18
"9589","11/27/2015",732,"OhioState",1,"2015-16","MemphisU",142.5,-1
"9590","11/27/2016",732,"Quinnipiac",140.5,"2016-17","IndianaState",10.5,10.5
"9591","11/27/2015",734,"Rice",1,"2015-16","CalRiverside",140,-1
"9592","11/27/2016",734,"Gonzaga",4.5,"2016-17","IowaState",152,-4.5
"9593","11/27/2015",736,"Baylor",23.5,"2015-16","ArkansasState",152,-23.5
"9594","11/27/2016",736,"Florida",1.5,"2016-17","MiamiFlorida",129.5,-1.5
"9595","11/27/2015",738,"OklahomaState",8,"2015-16","LongBeachState",144,-8
"9596","11/27/2016",738,"SetonHall",4.5,"2016-17","Stanford",141.5,-4.5
"9597","11/27/2015",740,"WichitaState",9.5,"2015-16","Alabama",137,-9.5
"9598","11/27/2016",740,"CalIrvine",135,"2016-17","ETennesseeSt",9.5,9.5
"9599","11/27/2015",742,"Xavier",4,"2015-16","USC",155,-4
"9600","11/27/2016",742,"SouthDakotaSt",5,"2016-17","WiscMilwaukee",133,-5
"9601","11/27/2015",744,"NotreDame",2,"2015-16","Iowa",149,-2
"9602","11/27/2016",744,"Dayton",2.5,"2016-17","NewMexico",152,-2.5
"9603","11/27/2015",746,"Dayton",8,"2015-16","Monmouth",145.5,-8
"9604","11/27/2016",746,"Nebraska",143.5,"2016-17","VirginiaTech",6,6
"9605","11/27/2015",748,"Gonzaga",3,"2015-16","Connecticut",139.5,-3
"9606","11/27/2016",748,"UCLA",6,"2016-17","TexasA&M",150,-6
"9607","11/27/2015",750,"TexasA&M",6,"2015-16","Syracuse",138.5,-6
"9608","11/27/2016",750,"PortlandU",169,"2016-17","CSNorthridge",1.5,1.5
"9609","11/27/2015",752,"Michigan",2,"2015-16","Texas",140,-2
"9610","11/27/2016",752,"NorthDakota",142,"2016-17","CSBakersfield",4,4
"9611","11/27/2015",754,"WashingtonU",13.5,"2015-16","CharlotteU",163,-13.5
"9612","11/27/2016",754,"WrightState",7,"2016-17","NorthFlorida",151.5,-7
"9613","11/27/2015",756,"Stanford",152.5,"2015-16","Arkansas",1,1
"9614","11/27/2016",756,"SacramentoState",148,"2016-17","DenverU",1.5,1.5
"9615","11/27/2015",758,"Villanova",11,"2015-16","GeorgiaTech",143,-11
"9616","11/27/2016",758,"E.Washington",147.5,"2016-17","SanFrancisco",2,2
"9617","11/27/2015",760,"TennesseeChat",10,"2015-16","AlabamaState",149.5,-10
"9618","11/27/2016",760,"NCWilmington",4.5,"2016-17","Toledo",142.5,-4.5
"9619","11/27/2015",762,"JacksonvilleSt",5,"2015-16","ChicagoSt",142,-5
"9620","11/27/2016",762,"MiddleTennSt",4.5,"2016-17","Evansville",135,-4.5
"9621","11/27/2015",764,"BostonCollege",137,"2015-16","CalIrvine",5.5,5.5
"9622","11/27/2016",764,"SouthDakota",1.5,"2016-17","Montana",145,-1.5
"9623","11/27/2015",766,"MichiganState",11,"2015-16","BoiseState",151.5,-11
"9624","11/27/2016",766,"Colorado",20,"2016-17","Wofford",137.5,-20
"9625","11/27/2015",768,"Evansville",12,"2015-16","SantaClara",138,-12
"9626","11/27/2016",768,"MissouriSt",4.5,"2016-17","NDakotaSt",135,-4.5
"9627","11/27/2015",770,"Arizona",6,"2015-16","Providence",142,-6
"9628","11/27/2016",770,"Pepperdine",11.5,"2016-17","PortlandState",150,-11.5
"9629","11/27/2015",772,"SanJoseState",130.5,"2015-16","SanDiego",3.5,3.5
"9630","11/27/2016",772,"Georgetown",18.5,"2016-17","Howard",138.5,-18.5
"9631","11/27/2015",774,"AlaskaAnchorage",144.5,"2015-16","Drexel",3.5,3.5
"9632","11/27/2016",774,"California",23,"2016-17","SELouisiana",138.5,-23
"9633","11/27/2015",776,"Toledo",0,"2015-16","LoyolaChicago",141,0
"9634","11/27/2015",778,"MiddleTennSt",5,"2015-16","NCAsheville",142,-5
"9635","11/27/2015",780,"UTEP",1.5,"2015-16","SoIllinois",146,-1.5
"9636","11/27/2015",782,"ColoradoState",6.5,"2015-16","PortlandU",157.5,-6.5
"9637","11/27/2015",784,"IowaState",13,"2015-16","VirginiaTech",150.5,-13
"9638","11/27/2015",786,"Illinois",2,"2015-16","UAB",144.5,-2
"9639","11/27/2015",788,"Cincinnati",13,"2015-16","Nebraska",135,-13
"9640","11/27/2015",790,"GeoWashington",5.5,"2015-16","Tennessee",150,-5.5
"9641","11/27/2015",792,"Richmond",146,"2015-16","California",6,6
"9642","11/27/2015",794,"WestVirginia",2.5,"2015-16","SanDiegoState",138,-2.5
"9643","11/27/2015",796,"MinnesotaU",11.5,"2015-16","NebraskaOmaha",161,-11.5
"9644","11/27/2015",798,"Mercer",13,"2015-16","AppalachianSt",135,-13
"9645","11/27/2015",800,"CollCharleston",6.5,"2015-16","WesternCarolina",142,-6.5
"9646","11/27/2015",802,"Fairfield",145,"2015-16","Columbia",6.5,6.5
"9647","11/27/2015",804,"GeorgiaState",9.5,"2015-16","IUPUI",134.5,-9.5
"9648","11/27/2015",806,"UtahU",27,"2015-16","IdahoState",152,-27
"9649","11/27/2015",808,"Florida",20,"2015-16","FlaGulfCoast",145,-20
"9650","11/27/2015",810,"Auburn",16,"2015-16","NorthwesternSt",156,-16
"9651","11/28/2017",512,"Xavier",5,"2017-18","Baylor",146,-5
"9652","11/28/2017",514,"VaCommonwealth",10.5,"2017-18","AppalachianSt",159.5,-10.5
"9653","11/28/2015",516,"Maryland",22,"2015-16","ClevelandState",135,-22
"9654","11/28/2016",516,"CharlotteU",8,"2016-17","AppalachianSt",162,-8
"9655","11/28/2017",516,"RhodeIsland",19.5,"2017-18","Brown",153.5,-19.5
"9656","11/28/2015",518,"BallState",133.5,"2015-16","Valparaiso",9,9
"9657","11/28/2016",518,"Kentucky",16.5,"2016-17","ArizonaState",157.5,-16.5
"9658","11/28/2017",518,"Rutgers",139,"2017-18","FloridaState",4.5,4.5
"9659","11/28/2015",520,"Pittsburgh",13.5,"2015-16","KentState",139,-13.5
"9660","11/28/2016",520,"FloridaState",8.5,"2016-17","MinnesotaU",154.5,-8.5
"9661","11/28/2017",520,"CharlotteU",155.5,"2017-18","Davidson",9,9
"9662","11/28/2015",522,"MiamiOhio",3,"2015-16","CentralFlorida",134.5,-3
"9663","11/28/2016",522,"Northwestern",5,"2016-17","WakeForest",152.5,-5
"9664","11/28/2017",522,"GeorgiaTech",130.5,"2017-18","Northwestern",2.5,2.5
"9665","11/28/2015",524,"TexasTech",6.5,"2015-16","Hawaii",145,-6.5
"9666","11/28/2016",524,"UtahU",142.5,"2016-17","Butler",1,1
"9667","11/28/2017",524,"Kansas",25,"2017-18","Toledo",161,-25
"9668","11/28/2015",526,"St.Bonaventure",1.5,"2015-16","Hofstra",156.5,-1.5
"9669","11/28/2016",526,"Oregon",18,"2016-17","BoiseState",137.5,-18
"9670","11/28/2017",526,"MissouriSt",9,"2017-18","ColoradoState",135.5,-9
"9671","11/28/2015",528,"Tulsa",10.5,"2015-16","ArkansasLR",135.5,-10.5
"9672","11/28/2016",528,"WestVirginia",29,"2016-17","Manhattan",147.5,-29
"9673","11/28/2017",528,"Purdue",8.5,"2017-18","Louisville",150,-8.5
"9674","11/28/2015",530,"VaCommonwealth",8,"2015-16","OldDominion",130.5,-8
"9675","11/28/2016",530,"OralRoberts",141.5,"2016-17","Tulsa",2.5,2.5
"9676","11/28/2017",530,"SaintLouis",4.5,"2017-18","WesternMichigan",133.5,-4.5
"9677","11/28/2015",532,"GeorgeMason",3.5,"2015-16","WrightState",132.5,-3.5
"9678","11/28/2016",532,"MississippiSt",11,"2016-17","NorthwesternSt",150,-11
"9679","11/28/2017",532,"Tulsa",10,"2017-18","TexSanAntonio",152.5,-10
"9680","11/28/2015",534,"Drake",9.5,"2015-16","IllinoisChicago",148,-9.5
"9681","11/28/2017",534,"Valparaiso",8,"2017-18","UtahState",140.5,-8
"9682","11/28/2015",536,"SetonHall",2.5,"2015-16","Georgia",136.5,-2.5
"9683","11/28/2017",536,"BoiseState",3.5,"2017-18","LoyolaChicago",138,-3.5
"9684","11/28/2015",538,"Bradley",132,"2015-16","Mississippi",9,9
"9685","11/28/2017",538,"WakeForest",2,"2017-18","Illinois",157,-2
"9686","11/28/2015",540,"HoustonU",7.5,"2015-16","ULMonroe",139,-7.5
"9687","11/28/2017",540,"VirginiaTech",8.5,"2017-18","Iowa",165,-8.5
"9688","11/28/2015",542,"Louisville",15,"2015-16","SaintLouis",137.5,-15
"9689","11/28/2017",542,"California",13.5,"2017-18","CSNorthridge",146,-13.5
"9690","11/28/2015",544,"CSFullerton",149,"2015-16","Nevada",2,2
"9691","11/28/2017",544,"SanFrancisco",5.5,"2017-18","CalSantaBarb",149,-5.5
"9692","11/28/2015",546,"ChicagoSt",140,"2015-16","AlabamaState",3.5,3.5
"9693","11/28/2017",546,"Akron",7.5,"2017-18","TennesseeChat",134.5,-7.5
"9694","11/28/2015",548,"TennesseeChat",12.5,"2015-16","JacksonvilleSt",141.5,-12.5
"9695","11/28/2017",548,"IPFW",9.5,"2017-18","DetroitU",177,-9.5
"9696","11/28/2015",550,"Tennessee",1,"2015-16","Nebraska",141.5,-1
"9697","11/28/2017",550,"Ohio",3.5,"2017-18","Iona",155.5,-3.5
"9698","11/28/2015",552,"Cincinnati",5.5,"2015-16","GeoWashington",139.5,-5.5
"9699","11/28/2017",552,"WesternIllinois",133,"2017-18","IUPUI",2,2
"9700","11/28/2015",554,"Drexel",4.5,"2015-16","SanDiego",132,-4.5
"9701","11/28/2017",554,"Mississippi",10.5,"2017-18","SouthDakotaState",156.5,-10.5
"9702","11/28/2015",556,"AlaskaAnchorage",0,"2015-16","SanJoseState",147,0
"9703","11/28/2017",556,"Georgetown",24,"2017-18","Maine",143.5,-24
"9704","11/28/2015",558,"NCAsheville",142,"2015-16","LoyolaChicago",5,5
"9705","11/28/2017",558,"WashingtonU",15.5,"2017-18","KennesawSt",158,-15.5
"9706","11/28/2015",560,"Toledo",5,"2015-16","MiddleTennSt",145.5,-5
"9707","11/28/2017",560,"Vanderbilt",15,"2017-18","Radford",136,-15
"9708","11/28/2015",562,"UAB",3,"2015-16","VirginiaTech",143.5,-3
"9709","11/28/2015",564,"IowaState",8.5,"2015-16","Illinois",159,-8.5
"9710","11/28/2015",566,"PortlandU",151.5,"2015-16","SoIllinois",3,3
"9711","11/28/2015",568,"ColoradoState",4,"2015-16","UTEP",152.5,-4
"9712","11/28/2015",570,"SacramentoState",6.5,"2015-16","SouthDakota",149,-6.5
"9713","11/28/2015",572,"Pacific",3,"2015-16","E.Washington",151,-3
"9714","11/28/2015",574,"Buffalo",2,"2015-16","Canisius",154,-2
"9715","11/28/2015",576,"OralRoberts",7.5,"2015-16","DetroitU",151,-7.5
"9716","11/28/2015",578,"SEMissouriSt",146.5,"2015-16","LoyolaMarymount",3.5,3.5
"9717","11/28/2015",580,"Niagara",4,"2015-16","YoungstownState",152.5,-4
"9718","11/28/2015",582,"DenverU",6.5,"2015-16","SouthAlabama",140.5,-6.5
"9719","11/28/2015",584,"ETennesseeSt",1.5,"2015-16","NCWilmington",150.5,-1.5
"9720","11/28/2015",586,"Butler",28,"2015-16","SIUEdwardsville",148.5,-28
"9721","11/28/2015",588,"Fordham",9.5,"2015-16","Manhattan",143,-9.5
"9722","11/28/2015",590,"NorthDakota",139,"2015-16","NorthernIowa",10,10
"9723","11/28/2015",592,"NCGreensboro",1.5,"2015-16","IPFW",140,-1.5
"9724","11/28/2015",594,"Creighton",11.5,"2015-16","WesternIllinois",152,-11.5
"9725","11/28/2015",596,"MoreheadState",19,"2015-16","SouthernMiss",132.5,-19
"9726","11/28/2015",598,"AustinPeay",1.5,"2015-16","Samford",152,-1.5
"9727","11/28/2015",600,"MississippiSt",10.5,"2015-16","TennMartin",152.5,-10.5
"9728","11/28/2015",602,"EasternIllinois",149.5,"2015-16","WiscGreenBay",7.5,7.5
"9729","11/28/2015",604,"EasternKentucky",8,"2015-16","SouthernUtah",159,-8
"9730","11/28/2015",606,"IdahoU",133,"2015-16","NoIllinois",2.5,2.5
"9731","11/28/2015",608,"BYU",6,"2015-16","Belmont",171,-6
"9732","11/28/2015",610,"Wyoming",9,"2015-16","MontanaState",143,-9
"9733","11/28/2015",612,"Georgetown",24,"2015-16","Bryant",142.5,-24
"9734","11/28/2015",614,"WashingtonState",11,"2015-16","TexasSouthern",152,-11
"9735","11/28/2015",616,"UNLV",19.5,"2015-16","PrairieViewA&M",141,-19.5
"9736","11/29/2016",714,"Maryland",4,"2016-17","Pittsburgh",144,-4
"9737","11/29/2016",716,"CentralMichigan",1,"2016-17","William&Mary",167,-1
"9738","11/29/2015",718,"Duke",18,"2015-16","UtahState",150.5,-18
"9739","11/29/2016",718,"Columbia",0,"2016-17","Hofstra",148,0
"9740","11/29/2015",720,"Oklahoma",8.5,"2015-16","Wisconsin",145.5,-8.5
"9741","11/29/2016",720,"Pennsylvania",137.5,"2016-17","Villanova",14,14
"9742","11/29/2015",722,"SMU",22,"2015-16","Brown",148,-22
"9743","11/29/2016",722,"CoastalCarolina",137.5,"2016-17","TennesseeChat",5.5,5.5
"9744","11/29/2017",722,"Dayton",153.5,"2017-18","Auburn",4,4
"9745","11/29/2015",724,"Temple",12.5,"2015-16","Delaware",138,-12.5
"9746","11/29/2016",724,"PennState",6.5,"2016-17","GeorgiaTech",146.5,-6.5
"9747","11/29/2017",724,"BowlingGreen",10.5,"2017-18","SanJoseState",146,-10.5
"9748","11/29/2015",726,"ArizonaState",8,"2015-16","CalSantaBarb",139,-8
"9749","11/29/2016",726,"VaCommonwealth",5.5,"2016-17","Princeton",137.5,-5.5
"9750","11/29/2017",726,"Connecticut",11.5,"2017-18","Columbia",142.5,-11.5
"9751","11/29/2015",728,"Rice",150,"2015-16","UTArlington",3,3
"9752","11/29/2016",728,"Wisconsin",6.5,"2016-17","Syracuse",123.5,-6.5
"9753","11/29/2017",728,"ClevelandState",1.5,"2017-18","ArkansasState",142.5,-1.5
"9754","11/29/2015",730,"UCLA",18.5,"2015-16","CSNorthridge",152,-18.5
"9755","11/29/2016",730,"Valparaiso",137,"2016-17","RhodeIsland",2,2
"9756","11/29/2017",730,"IndianaState",5.5,"2017-18","AirForce",140,-5.5
"9757","11/29/2015",732,"Iowa",5,"2015-16","WichitaState",137.5,-5
"9758","11/29/2016",732,"Texas",7.5,"2016-17","UTArlington",141,-7.5
"9759","11/29/2017",732,"JamesMadison",134.5,"2017-18","GeorgeMason",1.5,1.5
"9760","11/29/2015",734,"USC",5,"2015-16","Monmouth",162,-5
"9761","11/29/2016",734,"LSU",151.5,"2016-17","HoustonU",4.5,4.5
"9762","11/29/2017",734,"Villanova",21,"2017-18","Pennsylvania",143.5,-21
"9763","11/29/2015",736,"Xavier",2.5,"2015-16","Dayton",146.5,-2.5
"9764","11/29/2016",736,"Kansas",25.5,"2016-17","LongBeachState",149.5,-25.5
"9765","11/29/2017",736,"William&Mary",1.5,"2017-18","Marshall",174.5,-1.5
"9766","11/29/2015",738,"NotreDame",10.5,"2015-16","Alabama",137,-10.5
"9767","11/29/2016",738,"Creighton",19.5,"2016-17","Buffalo",155,-19.5
"9768","11/29/2017",738,"NCState",152,"2017-18","PennState",2.5,2.5
"9769","11/29/2015",740,"CalIrvine",3,"2015-16","Evansville",140,-3
"9770","11/29/2016",740,"Illinois",2,"2016-17","NCState",148,-2
"9771","11/29/2017",740,"OhioState",5,"2017-18","Clemson",140,-5
"9772","11/29/2015",742,"Arizona",5.5,"2015-16","BoiseState",145.5,-5.5
"9773","11/29/2016",742,"NotreDame",11.5,"2016-17","Iowa",154.5,-11.5
"9774","11/29/2017",742,"NorthCarolina",9,"2017-18","Michigan",144.5,-9
"9775","11/29/2015",744,"SantaClara",131.5,"2015-16","BostonCollege",6,6
"9776","11/29/2016",744,"Duke",13.5,"2016-17","MichiganState",145,-13.5
"9777","11/29/2015",746,"MichiganState",8,"2015-16","Providence",146,-8
"9778","11/29/2016",746,"Nevada",9,"2016-17","Pacific",145.5,-9
"9779","11/29/2017",746,"NorthernIowa",1.5,"2017-18","UNLV",139.5,-1.5
"9780","11/29/2015",748,"SouthDakota",155,"2015-16","E.Washington",3,3
"9781","11/29/2016",748,"Xavier",17,"2016-17","NDakotaSt",133,-17
"9782","11/29/2017",748,"Troy",6,"2017-18","IllinoisChicago",148.5,-6
"9783","11/29/2015",750,"SacramentoState",5,"2015-16","Pacific",142.5,-5
"9784","11/29/2016",750,"Mercer",139,"2016-17","Davidson",4,4
"9785","11/29/2017",750,"NoIllinois",134,"2017-18","WiscMilwaukee",1.5,1.5
"9786","11/29/2015",752,"RhodeIsland",11.5,"2015-16","Rider",123,-11.5
"9787","11/29/2016",752,"SaintLouis",2.5,"2016-17","Samford",140.5,-2.5
"9788","11/29/2017",752,"SouthAlabama",3.5,"2017-18","SouthernMiss",129,-3.5
"9789","11/29/2015",754,"Colorado",25,"2015-16","No.Colorado",158,-25
"9790","11/29/2016",754,"SoIllinois",2.5,"2016-17","MurrayState",146,-2.5
"9791","11/29/2017",754,"Alabama",11.5,"2017-18","LouisianaTech",143.5,-11.5
"9792","11/29/2015",756,"WesternMichigan",137,"2015-16","Mercer",2.5,2.5
"9793","11/29/2016",756,"TennMartin",4.5,"2016-17","FlaAtlantic",145.5,-4.5
"9794","11/29/2017",756,"UTArlington",17.5,"2017-18","Rice",157,-17.5
"9795","11/29/2015",758,"Pepperdine",9,"2015-16","Montana",133.5,-9
"9796","11/29/2016",758,"EasternIllinois",5,"2016-17","Bradley",138,-5
"9797","11/29/2017",758,"Arizona",22,"2017-18","LongBeachState",156.5,-22
"9798","11/29/2015",760,"Marquette",12.5,"2015-16","JacksonState",141.5,-12.5
